value
16932494178179195
15000000000000000
0
160000000000000000
0
0
51927510000000000
0
150000000000000000
10566880000000000
0
0
0
0
0
25000000000000000
0
25000000000000000
0
0
0
25000000000000000
115787422012346799
0
0
0
0
0
0
0
0
125300000000000000
0
0
10738675000497694
0
0
0
0
317698779446310000
0
0
0
0
73191880000000000
0
0
0
0
0
0
0
6640000000000000000
0
0
0
806179614523759016
1674349426994766000
0
231668110000000000
0
0
0
0
0
0
10274090000000000
0
0
197359680366838229
0
0
466054793441144526
14999982900000000000
52854400000000000
25000000000000000
64150000000000000000
98573502821942921
69587942729123133
0
0
0
0
0
0
0
0
36179356966394445
85544879000000000
23672340000000000
0
391580462035964
100000000000000000
89598251715000
0
100000000000000000
3479275849822342
0
61787020000000000
0
0
0
170000000000000000
3814500000000000000
0
0
0
800000000000000000
90000000000000000
1148192752866175000
0
0
2798397001493681
0
0
0
0
0
0
290000000000000000
0
0
0
386490000000000
0
0
0
0
0
69395834419759404
0
0
0
140000000000000000
0
0
0
0
0
0
0
0
54901548683989000
28924090000000000
29307370000000000
28909259850000000
200000000000000000
28918850000000000
28895356800000000
28562666060186980
9000000000000000
100000000000000000
0
80001988740601406
260000000000000000
100000000000000000
0
0
0
0
0
0
18742009676552004000
3454779050229000
900000000000000000
200000000000000011
0
296400000000000
69000000000000000
0
0
52693623217061000
0
0
4500000000000000
40000000000000000
0
0
46000000000000000
0
150000000000000000
0
0
0
0
25000000000000000
100000000000000000
0
0
0
408946400000000000
0
0
0
0
5000000000000000
0
221412640000000000
0
26915000000000000
70000000000000000
0
89821110000000000
0
90000000000000000
0
100000000000000000
0
0
0
0
5000000000000000
0
0
0
0
550000000000000000
360000000000000000
200000000000000000
0
0
30000000000000000
0
650000000000000000
3400000000000000000
0
0
45570410000000000
0
0
0
5000000000000000
0
0
150000000000000000
0
4248010000000000000
120000000000000000
0
0
0
14373635
0
17000000000000000
0
0
0
8500000000000000
0
622660570000000000
0
0
0
3384179141797
15272750000000000
0
0
8990000000000000
0
0
1300000000000000000
0
0
0
0
0
0
0
8532203721239980
0
7724000000000000
0
4427200200000000
28694770000000000
28749041250000000
0
0
28728606200000000
28724892200000000
0
0
0
100000000000000000
885000000000000000
3990417024749852
7429
0
295000000000000040
286400000000000000
50000000000000000
14500000000000000
0
0
20000000000000000
0
0
0
0
0
0
0
0
0
0
0
0
0
0
42651322682211000
0
0
0
0
150000000000000000
14400000000000000
0
0
777700000000000000
65260000000000000
55000000000000000
43000000000000000
60000000000000000
16000000000000000
0
0
0
0
0
0
0
0
115092240000000000
10000000000000000
182018230000000000
276032060000000000
18690000000000000
186418990000000000
0
571012920000000000
0
0
0
0
98393650000000000
0
320000000000000000
0
65000000000000000
0
0
60000000000000000
0
1370096173591595400
0
16000000000000000
0
0
0
0
63527000000000000
3447000000000000
0
463329407903627483
0
0
100000000000000000
15537653700000000
7644138000000000
0
17580740000000000
27905120000000000
0
0
5384752227688000
5000000000000000000
0
5862745098039220
0
2704410015930636
0
0
0
0
0
0
7709149218292269
0
0
0
0
3083136783363394
0
190000000000000000
410276869116493901
214000000000000000
0
0
0
0
0
0
0
0
0
0
0
100000000000000000
0
0
0
50000000000000000
0
490000000000000000
0
0
0
0
0
199000000000000000
0
0
0
135890402449133310
209000000000000000
0
750000000000000000
0
0
0
0
0
28935
37000000000000000
10000000000000000
0
19500000000000000
36145309455004000
7800000000000000
0
0
1032136140630751687
0
0
1274425040043235
0
0
210000000000000000
360000000000000000
0
250000000000000000
0
0
13857696330038000
174516368582073254
28677
0
0
650000000000000000
22425776978181677
10000000000000000
0
0
0
0
35989908868249080
184800000000000000
0
0
8812923476692054
0
0
0
0
2104281840000000000
0
0
0
102142120000000000
0
0
0
0
1400000000000000000
24071
0
0
18254719052617283
0
0
0
0
130000000000000000
0
0
0
80000000000000000
0
0
0
93750000000000000
0
0
5127
891265547089821417
2500000000000000
960000000000000000
178813340252632152
0
0
119875370000000000
400000000000000000
130927450000000000
38734842571916077
0
293225500000000000
30888925354981321
43700000000000000
50000000000000000
19500000000000000
5973295796507528
50000000000000000
0
0
120000000000000000
819846676392865000
0
0
0
4279011077596734
0
0
0
40000000000000000
90000000000000000
0
85074944485566240
33205157950356204
0
0
11498662856923096
6589550000000000
0
23166470395181374
2850000000000000
0
0
0
0
5000000000000000000
0
0
0
0
0
970264000000000
0
0
1000000000000000
290000000000000000
50000000000000000
120000000000000000
10626291896933912
0
9735
2755206368283999
0
0
0
0
396436810000000000
898780000000000000
1173789262505364114
9143870244512732241
0
0
0
38509079569357926541
0
80000000000000000
0
126000000000000000
150000000000000000
0
1000000000000000000
0
0
280000000000000000
20000000000000000000
0
0
4107018785814179753
0
532393754181240
535989157656120
0
0
0
0
0
0
0
0
0
0
31361351192287928
0
0
0
0
0
0
390000000000000000
0
0
0
120000000000000000
0
20000000000000000
1
0
0
0
0
0
0
0
34171238126679012
11135107216535
0
0
200000000000000000
0
1000000000000000000
0
58117
5804504295333178
12405029447654088
0
60000000000000000
0
0
66230520235252
0
0
300000000000000000
0
0
0
0
0
0
0
99000000000000000
0
0
0
0
100000000000000000
0
0
1520979528369001
2660420000000000
0
0
15879
0
25863
0
12018300000000000
0
183310511707594000
6500000000000000000
0
0
0
7259975775506585
0
63168879000000000
203000000000000000
62972569000000000
535989157656120
535989157656120
535989157656120
0
157000000000000000
108849186539756000
4617750000000000000
15199336706624410
0
28675
0
0
38862209595713960
0
80000000000000000
0
0
38800000000000000
0
0
0
1028837000000000000
11000000000000000
41798700000000000
249000000000000000
0
0
0
0
0
9652789173431663
16000000000000000
40000000000000000
0
344000000000000000
0
0
0
0
0
0
100000000000000000
0
84000000000000000
1343570710000000000
0
0
0
0
0
153367232226262834
0
0
85839039521659723
0
0
17927
35924500000000000
3000000000000000000
1991765262756821806
0
328069347815879531
535989157656120
512334033574440
534531265393440
0
40197
1400000000000000000
0
0
31573501220694841
0
0
0
0
0
0
360000000000000000
0
23815
0
0
11000000000000000
11721063522545462
0
0
0
8000000000000000000
0
2000000000000000
0
99106682599852959
0
1527953893410382768
0
0
206790180000000000
0
150000000000000000
33300000000000000000
0
0
0
0
2016189162749941723
89175000000000000
0
0
249000000000000000
0
0
0
1430000000000000
10000000000000000
50000000000000000
0
495273543372723584
0
1367528921687273
0
0
0
0
0
0
0
535989157656120
0
512334033574440
0
79339129889552000
30000000000000000
0
0
240000000000000000
0
64717769450670000
34639726494697668
0
5862745098039220
0
300000000000000000
842051000000000000
0
0
0
10000000000000000
0
0
0
0
0
1000000000000000000
45000000000000000
0
2200000000000000000
0
50000000000000000
3000000000000000
0
0
0
0
50000000000000000
3873484257192
0
1000000000000000
0
0
0
0
0
478459795903337000
0
0
3000000000000000
0
0
0
0
0
0
0
0
150000000000000000
0
0
0
3991600000000000
220000000000000000
0
0
665000000000000000
0
0
5672508193645616
0
0
0
0
0
0
3993750000000000000
19850290000000000
545142673806376
800000000000000000
25863
61000000000000000
0
5484426328973933
351719722685638808
7718699707847216
40000000000000000
300000000000000040
0
0
0
10000000000000000
38791668205682253
0
46282090757804582
0
0
15550469103396022
0
0
296400000000000
0
0
0
0
0
300000000000000000
200000000000000000
200000000000000000
500000000000000
0
0
0
65643499177726855
0
0
347601741098498730
0
0
5862745098039220
4650000000000000000
110408160963192064
386427133367597
4198000000000000
42000000000000000000
0
30983
190000000000000000
10000000000000000
84856710000000000
240000000000000000
343475183012442000
0
5000000000000000
0
1436105213084551
3405246654671754
0
0
29472925400000000
0
29182647445290039
98093799941554600
0
0
0
0
0
0
0
0
72828594821440841
1668444384978000
0
0
37383
1000000000000000000
0
0
120000000000000000
0
98657934458501769
296400000000000
1843320684374307277
0
0
0
51604570000000000
0
0
0
0
0
0
10000000000000000
0
40709
170958780000000000
0
0
0
791600000000000
100000000000000000
0
0
4990000000000000000
0
5862745098039220
150000000000000000
50000000000000000
165538000000000000
50164000000000000
0
0
